brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1075,Caldera Brewing Company,1313539369,3.5,3.5,3.5,Beerandraiderfan,American Pale Ale (APA),3.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1313538701,4,3.5,4.5,MrVonzipper,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1274919895,4,4,4,tempest,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1313344297,3.5,3.5,3.5,witster18,American Pale Ale (APA),3.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1313205214,4,3.5,3.5,jeff1973,American Pale Ale (APA),4.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1312859109,4,4,4,Duff27,American Pale Ale (APA),3.5,4.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1311635079,3,3,4,Phelps,American Pale Ale (APA),4,3,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1310596490,3.5,3.5,4,mgbickel,American Pale Ale (APA),3,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1309143059,3,3.5,4,Jimmys,American Pale Ale (APA),3.5,2.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1307926374,4,4,4,Scotchboy,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1307228809,3,3.5,4,TheGordianKnot,American Pale Ale (APA),3,3,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1306801312,3.5,3.5,3.5,loren01,American Pale Ale (APA),4,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1305443533,3.5,3.5,3.5,rootbeerman,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1304919405,4,4,4.5,corby112,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1304775252,3.5,3.5,4,inlimbo77,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1302318720,4.5,5,4.5,youradhere,American Pale Ale (APA),4.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1299616654,2.5,3.5,4,Thorpe429,American Pale Ale (APA),2,2.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1299469158,4,3.5,4,FosterJM,American Pale Ale (APA),4,4.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1298677831,4.5,2,2,bobhits,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1298604088,3.5,3.5,3.5,u2carew,American Pale Ale (APA),3,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1296947205,3,3.5,4,beerman207,American Pale Ale (APA),3,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1286931306,3.5,4,4,hawks10,American Pale Ale (APA),3.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1296194634,3.5,3.5,4,BEERchitect,American Pale Ale (APA),3.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1292368869,4,3.5,4,msubulldog25,American Pale Ale (APA),3.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1291082909,4,3.5,3.5,climax,American Pale Ale (APA),4,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1289995470,4,4,5,AEK,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1288306896,3,3,3,Tilley4,American Pale Ale (APA),2.5,3,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1288229762,4.5,4.5,4,wcudwight,American Pale Ale (APA),4.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1288124891,4,3,4,kzoobrew,American Pale Ale (APA),3.5,3,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1286887230,4.5,4,4.5,dudemuskie,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1286770715,4,4,4,elgiacomo,American Pale Ale (APA),4,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1285123300,4,3,4,ArrogantB,American Pale Ale (APA),4,2.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1284070441,4,4,4,stephens101,American Pale Ale (APA),3.5,4.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1282616446,3.5,3.5,3.5,StaveHooks,American Pale Ale (APA),5,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1281751758,3.5,3.5,4,GarrettMD,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1281407690,4,4,4,barleywinefiend,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1281230213,4.5,4,4,merlin48,American Pale Ale (APA),4.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1280773118,3.5,3,4,jampics2,American Pale Ale (APA),3.5,3,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1258511938,5,5,3,cjever19,American Pale Ale (APA),5,5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1280377901,5,3.5,4,ThreeWiseMen,American Pale Ale (APA),5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1280121552,4,3,4,philbertk,American Pale Ale (APA),3,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1279898459,4.5,4,4,Brent,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1279603940,3,3.5,3.5,Bubba83,American Pale Ale (APA),4,3,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1278462434,4,4,4,BeerAdvocate,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1278094363,4,3.5,4,mikereaser,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1277592425,4,3,4,jkrich,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1277176387,4.5,3.5,3.5,SpdKilz,American Pale Ale (APA),4,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1277173621,4,3.5,3.5,barleywinefiend,American Pale Ale (APA),3.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1274582920,4.5,4,4,indiapaleale,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1274535816,4.5,4,4,Cresant,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1274399540,3,4,3.5,Bitterbill,American Pale Ale (APA),4,3,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1273493811,4.5,3.5,3.5,hosehead83,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1271993282,4,4,4,kshankar,American Pale Ale (APA),4,4.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1269722488,4.5,4,4.5,bump8628,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1268076225,4,3.5,4,WesWes,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1267839055,3,3,2.5,beertunes,American Pale Ale (APA),2.5,3,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1266473259,4,4,4,ClockworkOrange,American Pale Ale (APA),4,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1266280281,4,3.5,5,organicbrewer,American Pale Ale (APA),4.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1265831510,5,4,4,onix1agr,American Pale Ale (APA),4.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1265696374,4,3.5,4,dedrinker,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1264269458,4.5,4.5,4,woodychandler,American Pale Ale (APA),4,4.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1264041225,3.5,3.5,3,therica,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1262623366,4.5,3.5,3.5,rfgetz,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1262485655,4,3.5,4,JohnGalt1,American Pale Ale (APA),3.5,3,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1261976212,5,4,4,womencantsail,American Pale Ale (APA),4,4.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1260202692,4.5,4.5,4,ckeegan04,American Pale Ale (APA),4,4.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1258953381,4.5,3.5,4,WeisGuy,American Pale Ale (APA),4,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1256089931,4.5,3,4,Rmassimiano,American Pale Ale (APA),4,5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1255564836,4.5,4,4,droomyster,American Pale Ale (APA),4,4.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1254457053,4,3.5,3.5,flagmantho,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1254185699,4,3,4,snaotheus,American Pale Ale (APA),3.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1254099708,4.5,4,4,RoyalT,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1253889382,3.5,4,4,Slatetank,American Pale Ale (APA),3.5,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1252549074,4,4,4,philbe311,American Pale Ale (APA),4,3.5,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1252535262,4,3.5,3.5,Deuane,American Pale Ale (APA),4,4,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1251925734,3.5,3,4,Halcyondays,American Pale Ale (APA),3.5,3,Caldera Pale Ale,5.5,25414
1075,Caldera Brewing Company,1304977550,4,4,4,CaptainIPA,American Porter,4.5,4,Pilot Rock Porter,5.8,10788
1075,Caldera Brewing Company,1299734664,4.5,3.5,3,anchordrinker,American Porter,5,4.5,Pilot Rock Porter,5.8,10788
1075,Caldera Brewing Company,1270238942,4.5,4,4,spointon,American Porter,4,4.5,Pilot Rock Porter,5.8,10788
1075,Caldera Brewing Company,1265775166,3.5,3.5,4,slaintemhor,American Porter,3.5,3.5,Pilot Rock Porter,5.8,10788
1075,Caldera Brewing Company,1254977926,5,4,4.5,Reidrover,American Porter,4,4,Pilot Rock Porter,5.8,10788
1075,Caldera Brewing Company,1153680639,4.5,3.5,4.5,Gavage,American Porter,4.5,4,Pilot Rock Porter,5.8,10788
1075,Caldera Brewing Company,1113805689,3.5,3.5,3.5,Thrasher,American Porter,3.5,3,Pilot Rock Porter,5.8,10788
1075,Caldera Brewing Company,1100743845,2.5,2.5,3,RedDiamond,American Porter,2.5,3,Pilot Rock Porter,5.8,10788
1075,Caldera Brewing Company,1326071409,3.5,3.5,4,BilbosNuts,Belgian Strong Dark Ale,2,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1321407186,3,4,2,n2185,Belgian Strong Dark Ale,3,2.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1311736668,4,4,4,Knapp85,Belgian Strong Dark Ale,3.5,4,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1321070530,3.5,3.5,3.5,russpowell,Belgian Strong Dark Ale,3,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1320555535,4,3.5,4,mjyoung,Belgian Strong Dark Ale,3.5,4,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1319921102,3.5,3.5,4,phichifiji00,Belgian Strong Dark Ale,3.5,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1319858005,3.5,3.5,4,mgbickel,Belgian Strong Dark Ale,4,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1317515953,4,3,4,vande,Belgian Strong Dark Ale,3.5,4,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1317093500,3,3.5,4,oline73,Belgian Strong Dark Ale,3.5,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1315280892,4.5,4,4,pitasoup,Belgian Strong Dark Ale,3.5,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1314576950,4,3.5,3.5,match1112,Belgian Strong Dark Ale,4,4,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1313275008,3.5,3,3.5,Siggy125,Belgian Strong Dark Ale,3.5,3,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1311901246,3.5,4,4,beer2day,Belgian Strong Dark Ale,3.5,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1309577754,4,3.5,4,sgsmfdoom,Belgian Strong Dark Ale,4,4,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1309227572,4,3,4,Nashvillain,Belgian Strong Dark Ale,4,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1304116900,4,4,4,CHILLINDYLAN,Belgian Strong Dark Ale,4,4,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1300995057,4,4,4,emmasdad,Belgian Strong Dark Ale,4,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1300226447,3.5,4,3.5,Bendurgin,Belgian Strong Dark Ale,3.5,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1296739609,3.5,3,4,BuckeyeNation,Belgian Strong Dark Ale,3.5,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1294716213,3.5,3.5,3.5,BeerAdvocate,Belgian Strong Dark Ale,3.5,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1292542146,4,4,4,GarthDanielson,Belgian Strong Dark Ale,4,4,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1272945129,4,4,4,Akfan,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1290310276,4,4,3.5,chumba526,Belgian Strong Dark Ale,3.5,4,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1289007164,3,2.5,4,Xul,Belgian Strong Dark Ale,3.5,3,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1287556131,3.5,2.5,3.5,Docer,Belgian Strong Dark Ale,3.5,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1283849227,2,2.5,4,rand,Belgian Strong Dark Ale,2.5,2,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1283632391,2.5,2,2.5,Arbitrator,Belgian Strong Dark Ale,1,2.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1283402291,3,3.5,3.5,ccrida,Belgian Strong Dark Ale,3,3,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1281917733,4,4,4,brewandbbq,Belgian Strong Dark Ale,4,4,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1324238653,4,4,4,coldriver,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1281017724,3,4,3.5,GradyS1,Belgian Strong Dark Ale,2.5,3,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1278714049,3,3.5,4,meatyard,Belgian Strong Dark Ale,3.5,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1277183331,4,4,4,Mora2000,Belgian Strong Dark Ale,4,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1277179584,5,4,4,GRG1313,Belgian Strong Dark Ale,3.5,4,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1276135287,4,3.5,4.5,zoso1967,Belgian Strong Dark Ale,4,3,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1275892159,3.5,3.5,4.5,DeanMoriarty,Belgian Strong Dark Ale,3.5,4,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1275778651,3.5,3,4,Halcyondays,Belgian Strong Dark Ale,3.5,3.5,Vas Deferens Ale,8.1,58920
1075,Caldera Brewing Company,1103668195,3,3,3,RedDiamond,American Stout,4,3,Cauldron Espresso Stout,,21241
1075,Caldera Brewing Company,1314593255,4.5,4,4,Derek,Russian Imperial Stout,4,4.5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1325371643,4,4,3.5,suncrust,Russian Imperial Stout,4,4,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1324873502,4,4,4,dc55110,Russian Imperial Stout,3.5,4,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1321759929,4,3.5,3,snaotheus,Russian Imperial Stout,4,4.5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1320011799,4,4,4,oberon,Russian Imperial Stout,4.5,4,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1319912250,4,4,2.5,russpowell,Russian Imperial Stout,4.5,4,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1319087212,4,4,4.5,julian,Russian Imperial Stout,4,4,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1318908990,4.5,4,4,Halcyondays,Russian Imperial Stout,5,4.5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1318153805,4.5,4,4.5,UCLABrewN84,Russian Imperial Stout,4,4.5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1316051590,3.5,3,3.5,Beerandraiderfan,Russian Imperial Stout,4,4,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1315044032,4,4,4.5,tdm168,Russian Imperial Stout,4,4.5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1313553891,4.5,4,4,jeff1973,Russian Imperial Stout,4.5,4.5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1312575615,5,4.5,4.5,Tilley4,Russian Imperial Stout,4.5,5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1310693953,5,5,5,Cyberkedi,Russian Imperial Stout,5,4.5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1305846083,4,4,4,onix1agr,Russian Imperial Stout,4.5,4.5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1305776840,4.5,4,4.5,oglmcdgl,Russian Imperial Stout,4.5,4.5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1304910259,4,3,3.5,youradhere,Russian Imperial Stout,3,4,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1301436909,4,4,4,Knapp85,Russian Imperial Stout,3.5,4,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1301108461,4.5,4.5,4.5,kitty66,Russian Imperial Stout,4,5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1106529693,4.5,4.5,4.5,Valevapor,American Amber / Red Ale,4,4.5,Dry Hop Red,5.7,10786
1075,Caldera Brewing Company,1301032260,4.5,4,4,lowendfrequency,Russian Imperial Stout,4.5,4.5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1299090515,3,4,3.5,harrymel,Russian Imperial Stout,4,4,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1297663058,3.5,4,4,Vdubb86,Russian Imperial Stout,4,3.5,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1297637051,3.5,3.5,4,TMoney2591,Russian Imperial Stout,4,4,Old Growth Imperial Stout,8.8,20818
1075,Caldera Brewing Company,1296103099,4,3.5,4.5,vkv822,Russian Imperial Stout,4,3.5,Old Growth Imperial Stout,8.8,20818
